"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"IDA total","IDA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.6450608889224","","","","","32.1844352955831","","","","","29.7890501377446","29.3377855850541","28.9509799939379","28.5633971338217","28.0968053777451","27.7596303713831","27.4295159184243","","","",
"IDA blend","IDB","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.446673081304","","","","","28.2023088463345","","","","","27.0754103896717","26.900592174273","26.7235595706992","26.56758500146","26.3258460840262","26.1481560965388","25.9604861148815","","","",
"Indonesia","IDN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.6","","","","","65","","","","","70.6","71.1","71.9","73","74.1","75.2","76.1","","","",
"IDA only","IDX","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2776927445141","","","","","34.9837353071714","","","","","31.7281591948142","31.0832980642124","30.5481794485303","29.9959129611572","29.3687505216374","28.9173005448021","28.4833775343762","","","",
"Isle of Man","IMN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","","","","","29.2","","","","","24.8","24","23.3","22.6","21.8","21.3","20.6","","","",
"Not classified","INX","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7","","","","","33.4","","","","","29.5","28.9","28.2","27.5","26.9","26.3","25.7","","","",
"Iran, Islamic Rep.","IRN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","26.6","","","","","23.9","23.4","23","22.5","22","21.6","21.1","","","",
"Iraq","IRQ","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9","","","","","25.7","","","","","20.1","19.3","18.4","17.5","16.7","15.9","15.2","","","",
"Israel","ISR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9","","","","","38","","","","","37","36.6","36.5","36.2","36","35.7","35.4","","","",
"Italy","ITA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2","","","","","31.4","","","","","29.6","29.5","29.1","28.8","28.6","28.1","27.8","","","",
"Jamaica","JAM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1","","","","","28.2","","","","","28.2","28.3","28.4","28.3","28.4","28.4","28.6","","","",
"Jordan","JOR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.5","","","","","45.7","","","","","39.8","38.6","37.7","36.6","35.6","34.7","33.7","","","",
"Kazakhstan","KAZ","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.1","","","","","51.8","","","","","47.6","46.9","46","45.4","44.7","43.9","43.1","","","",
"Kenya","KEN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7","","","","","26.9","","","","","23.6","23.1","22.5","21.9","21.4","20.8","20.4","","","",
"Kyrgyz Republic","KGZ","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7","","","","","50.7","","","","","50.2","50.4","50.6","50.4","50.5","50.5","50.5","","","",
"Cambodia","KHM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2","","","","","47.9","","","","","40.7","39.4","38.3","36.9","35.7","34.7","33.7","","","",
"Kiribati","KIR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6","","","","","80.7","","","","","69.8","68.4","66","64.2","62.4","60.5","58.9","","","",
"St. Kitts and Nevis","KNA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.2","","","","","54.3","","","","","47.9","46.6","45.4","44.2","43.1","42","40.9","","","",
"Kuwait","KWT","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","","","","36.9","","","","","36.8","36.8","36.8","36.9","36.9","37","37","","","",
"Latin America & Caribbean (excluding high income)","LAC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1630986658906","","","","","28.1807034595062","","","","","24.0638807780861","23.3548210692235","22.5694262770282","21.966219337389","21.3172544933239","20.6615658126609","20.0862352379367","","","",
"Lao PDR","LAO","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5","","","","","62.5","","","","","57.2","55.8","54.9","54.3","53.1","52.1","51.2","","","",
"Lebanon","LBN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1","","","","","40.7","","","","","40.7","40.6","40.8","40.5","40.7","40.6","40.7","","","",
"Liberia","LBR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","","","","","20.9","","","","","19.4","19.2","19","18.8","18.6","18.3","18.1","","","",
"Libya","LBY","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2533770972083","","","","","29.0970246063736","","","","","24.869505552573","24.1351198053974","23.3333463906368","22.7141448027826","22.0480757511818","21.3786470123396","20.7834203234187","","","",
"Least developed countries: UN classification","LDC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.3186713493967","","","","","35.9335719775687","","","","","32.5936153925297","31.9254806375361","31.3662031718446","30.7968364952183","30.1412827480598","29.6790837050369","29.2261672227272","","","",
"Low income","LIC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.6","","","","","30.2","","","","","28.6","28.3","28","27.9","27.5","27.5","27","","","",
"Lower middle income","LMC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9911460976368","","","","","36.8648494988716","","","","","34.4185450791297","33.9126437103439","33.5269944537417","33.1784569882215","32.7300626878118","32.5017207308003","32.1204690843851","","","",
"Low & middle income","LMY","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0509544529739","","","","","41.6857012566574","","","","","38.7690654992485","38.0936745781458","37.6950442313156","37.1912366399025","36.6608772499178","36.2142032881487","35.7509325210304","","","",
"Lesotho","LSO","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8","","","","","41.5","","","","","46.5","47.5","48.8","49.7","51.3","52.6","53.9","","","",
"Late-demographic dividend","LTE","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7681262518987","","","","","49.667964435204","","","","","46.9065491161786","46.1652857498636","45.9444400554042","45.4286635780139","44.9622815904168","44.4574923195961","44.0592263567829","","","",
"Lithuania","LTU","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1","","","","","47.7","","","","","42.8","42.1","41.1","40.4","39.5","38.7","38","","","",
"Luxembourg","LUX","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.6","","","","","36","","","","","30.9","30","29.2","28.3","27.5","26.8","26","","","",
"Latvia","LVA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2","","","","","54.5","","","","","52.5","52.3","52","51.9","51.6","51","51","","","",
"Macao SAR, China","MAC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5","","","","","36.9","","","","","41","42","42.8","44","44.8","46.1","47.1","","","",
"Monaco","MCO","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.5","","","","","43.5","","","","","44.1","44.2","44.2","44.5","44.5","44.5","44.6","","","",
"Madagascar","MDG","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.3","","","","","61.7","","","","","58.5","57.6","57.3","56.7","56.1","55.5","55","","","",
"Middle East & North Africa","MEA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.7294239662724","","","","","32.2807377898269","","","","","33.4807607513858","33.6832001739961","33.9066523732687","34.2580589757007","34.6016447073622","34.9881302647329","35.2942870641561","","","",
"Mexico","MEX","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8","","","","","30.5","","","","","25.8","25.1","24.2","23.6","22.8","22.1","21.4","","","",
"Marshall Islands","MHL","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9302100366563","","","","","42.5501128105471","","","","","39.6457047191446","38.9710552439958","38.5864819371701","38.0918647685921","37.5690856150365","37.1316409680235","36.6765662298143","","","",
"North Macedonia","MKD","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","22.2","","","","","22.7","22.6","22.7","22.8","22.9","22.9","23","","","",
"Malta","MLT","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","37.7","","","","","34.1","33.3","32.8","32.1","31.4","30.7","30.2","","","",
"Myanmar","MMR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6","","","","","45.6","","","","","40.3","39.4","38.6","37.6","36.9","36.1","35.2","","","",
"Middle East & North Africa (excluding high income)","MNA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6462515722008","","","","","33.3432835785095","","","","","34.8065438494384","35.0772186276322","35.4062306260259","35.8686666746394","36.2996734697235","36.8235833407137","37.1934940101172","","","",
"Montenegro","MNE","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2","","","","","52.5","","","","","50.5","50","49.4","49.1","48.7","48.1","47.9","","","",
"Mongolia","MNG","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7","","","","","52.9","","","","","49.9","49.3","48.6","48.1","47.6","47.5","46.5","","","",
"Northern Mariana Islands","MNP","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1","","","","","36.1","","","","","32.6","31.9","31.2","30.7","30","29.6","29.1","","","",
"Mauritania","MRT","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","","","","44.2","","","","","42.3","42.3","41.9","41.6","41.4","41","40.7","","","",
"Malawi","MWI","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2","","","","","30.2","","","","","27.5","26.9","26.4","25.8","25.7","25","24.7","","","",
"Malaysia","MYS","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.9","","","","","49.1","","","","","46","45.3","44.6","44","43.3","43","42.4","","","",
"North America","NAC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0329520798468","","","","","30.3775842040302","","","","","27.069928057122","26.5391361534141","26.0179224020429","25.4275842149336","24.80717282209","24.2990776651631","23.7768409615364","","","",
"Namibia","NAM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1","","","","","31.4","","","","","32.6","32.9","33.1","33.4","33.6","34.1","34.2","","","",
"New Caledonia","NCL","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","","","","","13.2","","","","","14.2","14.3","14.5","14.8","14.9","15.2","15.4","","","",
"Nigeria","NGA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1","","","","","12.3","","","","","11.5","11.4","11.3","11.2","11","10.9","10.8","","","",
"Nicaragua","NIC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4","","","","","36.1","","","","","31.8","30.9","30.3","29.4","28.7","27.9","27.3","","","",
"Norway","NOR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3","","","","","35.1","","","","","27.7","26.1","25","23.8","22.7","21.7","20.7","","","",
"Nepal","NPL","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.7","","","","","42.6","","","","","40.3","39.8","39.2","38.9","38.5","38","37.8","","","",
"Nauru","NRU","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.4","","","","","50.7","","","","","43.6","42.3","41.1","40","38.9","37.7","36.9","","","",
"New Zealand","NZL","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7","","","","","25","","","","","21.1","20.2","19.6","18.9","18.4","17.7","17.2","","","",
"OECD members","OED","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9105072565795","","","","","37.3624091701511","","","","","33.330511235223","32.6347300924635","31.9340828761944","31.25034212533","30.5348157490551","29.8982727998188","29.2539625967983","","","",
"Oman","OMN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","","","","","14.1","","","","","14.7","14.8","15","15.2","15.3","15.5","15.6","","","",
"Other small states","OSS","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4134311950905","","","","","38.9473582093874","","","","","36.7895345540924","36.591487247212","36.419263648261","36.3131056904054","36.3602843444055","36.2923456244563","36.3767454767106","","","",
"Pakistan","PAK","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","","","","38.3","","","","","37.5","37.4","37.3","37.2","37","36.9","36.7","","","",
"Panama","PAN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","18.5","","","","","13.9","13.2","12.4","11.8","11.1","10.5","9.9","","","",
"Peru","PER","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9","","","","","50.9","","","","","45.9","45","44.2","43.4","42.4","41.5","40.8","","","",
"Palau","PLW","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.6","","","","","34.8","","","","","28.6","27.6","26.4","25.4","24.5","23.5","22.7","","","",
"Papua New Guinea","PNG","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7","","","","","69.8","","","","","59.5","57.2","55.3","53.7","52.2","50.3","48.8","","","",
"Poland","POL","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.6","","","","","41","","","","","37","36.5","35.8","35.2","34.4","33.8","33.1","","","",
"Pre-demographic dividend","PRE","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6","","","","","34.9","","","","","32.5","32","31.6","31.1","30.8","30.4","30","","","",
"Paraguay","PRY","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.6","","","","","36","","","","","28.6","27.3","26","24.8","23.7","22.6","21.6","","","",
"West Bank and Gaza","PSE","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.5984665299199","","","","","50.2896194517564","","","","","43.8149380240805","42.5584973860652","41.5595716105998","","","","","","","",
"Post-demographic dividend","PST","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.4751992812258","","","","","38.0347574009796","","","","","34.1420039475207","33.4438891141813","32.7704765483492","32.0882207075481","31.3791453362254","30.7750451329037","30.1297322642326","","","",
"French Polynesia","PYF","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","23.8","","","","","25.1","25.4","25.5","25.8","26.3","26.4","26.9","","","",
"Romania","ROU","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7","","","","","47.1","","","","","42","41.3","40.3","39.5","38.5","37.8","37.1","","","",
"Russian Federation","RUS","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.3","","","","","64.8","","","","","61.7","61.2","60.6","60","59.4","58.9","58.3","","","",
"Rwanda","RWA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8","","","","","26.5","","","","","23.8","23.4","22.8","22.4","21.9","21.4","21","","","",
"South Asia","SAS","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9211440800945","","","","","32.4130727127024","","","","","28.4877072875458","27.772748126511","27.1522211481657","26.5483256789717","25.8097361509635","25.3777430102894","24.7816233090647","","","",
"Saudi Arabia","SAU","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7","","","","","22.6","","","","","23.9","24.3","24.3","24.6","25","25.2","25.4","","","",
"Sudan","SDN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9","","","","","19.4","","","","","18","17.8","17.6","17.2","17.1","16.8","16.6","","","",
"Singapore","SGP","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2","","","","","27.5","","","","","27.9","27.9","27.8","28.2","28.2","28.2","28.3","","","",
"Solomon Islands","SLB","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
